"Year","Area","Street","Street.2"
2011,"Walsall","Hagley Road",""
2011,"Wolverhampton","Hagley Road",""
2011,"Birmingham","Hagley Road",""
2011,"Birmingham","Hagley Road  Edgbaston",""
2011,"Birmingham","Hagley Road  Eedgbaston",""
2011,"Wolverhampton","Harborne Cricket Club",""
2011,"Dudley","Harborne High St",""
2011,"Wolverhampton","Harborne High Street",""
2011,"Walsall","Harborne High Street",""
2011,"Wolverhampton","Harborne High Street",""
2011,"Wolverhampton","Harborne Park Road",""
2011,"Solihull","Harborne Police Station",""
2011,"Wolverhampton","Harbourne Cricket Club",""
2011,"Dudley","Hawkesley End",""
2011,"Birmingham","Hawkesley Square",""
2011,"Wolverhampton","Hazelwell Street",""
2011,"Solihull","Heathmill Lane Digbeth",""
2011,"Dudley","Herons Wood",""
2011,"Wolverhampton","High St",""
2011,"Wolverhampton","High St Harborne",""
2011,"Dudley","High St Harborne",""
2011,"Solihull","High St Northfield",""
2011,"Solihull","High Street Harborne",""
2011,"Coventry","High Street Harborne",""
2011,"Solihull","High Street Harborne",""
2011,"Walsall","High Street Harborne",""
2011,"Solihull","High Street Harbourne",""
2011,"Birmingham","High Street  Harborne",""
2011,"Dudley","High Street  Harborne",""
2011,"Dudley","Highfdield Lane",""
2011,"Birmingham","Highfield Lane",""
2011,"Coventry","Highfield Lane  Quinton",""
2011,"Dudley","Hoggs Lane  Northfield",""
2011,"Dudley","Hollybank Road",""
2011,"Dudley","Holywood Bowl  Rubery",""
2011,"Wolverhampton","Home Address",""
2011,"Dudley","Honnington Crescent  Northfield",""
2011,"Solihull","Jiggins Lane",""
2011,"Coventry","Jiggins Lane  Bartley Green",""
2011,"Solihull","Kembertone Road",""
2011,"Wolverhampton","Kings Norton Green",""
2011,"Walsall","Leech Green Rd",""
2011,"Coventry","Leith Grove",""
2011,"Coventry","Leith Grove",""
2011,"Wolverhampton","Long Fellow Road",""
2011,"Walsall","Longbridge Lane",""
2011,"Birmingham","Longbridge Lane",""
2011,"Birmingham","Longbridge Lane  West Heath",""
2011,"Wolverhampton","Longham Croft",""
2011,"Walsall","Lottie Road",""
2011,"Walsall","Lutley Grove",""
2011,"Walsall","Malins Road  Harborne",""
2011,"Coventry","Manderville House",""
2011,"Coventry","Marjoram Close  Hawksley",""
2011,"Solihull","Masshouse Lane",""
2011,"Walsall","Masshouse Lane",""
2011,"Wolverhampton","Maypole Lane",""
2011,"Wolverhampton","Merritts Hill",""
2011,"Walsall","Metchley Lane",""
2011,"Dudley","Moat Road",""
2011,"Birmingham","Mounbatten House  Wyndham Road",""
2011,"Dudley","NEW STREET BR",""
2011,"Walsall","New Street Station",""
2011,"Birmingham","Nortb Worcester Golf Club",""
2011,"Wolverhampton","North Street  Harborne",""
2011,"Sandwell","North Street  Harborne",""
2011,"Birmingham","Northfield High Street",""
2011,"Wolverhampton","Northfield High Street",""
2011,"Walsall","Oakridge Road Northfield",""
2011,"Wolverhampton","Oddingley Road",""
2011,"Birmingham","Oddingley Road  West Heath",""
2011,"Solihull","Paradise Forum  Birmingham",""
2011,"Dudley","Parsons Hill",""
2011,"Walsall","Pershore Road",""
2011,"Wolverhampton","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Solihull","Pershore Road",""
2011,"Dudley","Pershore Road",""
2011,"Coventry","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Wolverhampton","Pershore Road",""
2011,"Wolverhampton","Pershore Road",""
2011,"Sandwell","Pershore Road",""
2011,"Birmingham","Pershore Road",""
2011,"Dudley","Pershore Road South  Kings Norton",""
2011,"Walsall","Poole Crescent  Harborne",""
2011,"Coventry","Poplar Avenue",""
2011,"Dudley","Portlands Road",""
2011,"Wolverhampton","Princethorpe Road",""
2011,"Wolverhampton","QE Casualty",""
2011,"Birmingham","Qe Hospital",""
2011,"Dudley","QE Hospital",""
2011,"Solihull","Quality Hotel",""
2011,"Wolverhampton","Queen Elizabeth Hospital",""
2011,"Walsall","Raddlebarn Road",""
2011,"Birmingham","Richmond Hill Road",""
2011,"Solihull","Richmond Road",""
2011,"Dudley","Rose Road",""
2011,"Walsall","Rose Road  Harborne",""
2011,"Dudley","Sainsburys  Frankley Beeches Rd  Northfield",""
2011,"Birmingham","Selcroft Ave",""
2011,"Sandwell","Shannon Rd  Kings Norton",""
2011,"Dudley","Shawbrook Grove",""
2011,"Dudley","Shell Forecourt Bristol Rd",""
2011,"Birmingham","Sir Hiltons Road  West Heath",""
2011,"Wolverhampton","Snax 24 Forcourt",""
2011,"Dudley","Solihull High Street",""
2011,"Birmingham","Solihull High Street  Outside Rosies",""
2011,"Wolverhampton","Stanley Road Quinton",""
2011,"Walsall","Stone Road  Edgbaston",""
2011,"Wolverhampton","Stonehouse Lane",""
2011,"Wolverhampton","Stratford Road  Sparkbrook  Birmingham",""
2011,"Wolverhampton","The Fold",""
2011,"Dudley","The Fold  Kings Norton",""
2011,"Walsall","The Jester PH",""
2011,"Birmingham","The Parade Queensway  City  Centre",""
2011,"Solihull","The Royal Oak Public House  Pershore Road",""
2011,"Dudley","Three Horshoes PH",""
2011,"Solihull","Three Shires Oak Road",""
2011,"Coventry","Three Shires Road",""
2011,"Solihull","Trescotte Road",""
2011,"Wolverhampton","Turves Green",""
2011,"Walsall","Unknown",""
2011,"Dudley","Valbourne Road Kings Heath",""
2011,"Wolverhampton","Vicarage Road  Kings Heath",""
2011,"Birmingham","Vineyard Road  Northfield",""
2011,"Birmingham","War Lane",""
2011,"Wolverhampton","Watford Rd  Cotteridge",""
2011,"Wolverhampton","Weolly Castle Road",""
2011,"Dudley","Westminster Road",""
2011,"Coventry","Wolverhampton Street",""
2011,"Solihull","Woodhouse Road  Quinton",""
2011,"Walsall","Woodmeadow Road",""
2011,"Wolverhampton","Worlds End Lane",""
2011,"Dudley","Worlds End Lane",""
2011,"Wolverhampton","Worlds End Lane Quinton",""
2011,"Solihull","Worlds End Lane Quinton",""
2011,"Coventry","Acardian Centre",""
2011,"Wolverhampton","Adderley Road",""
2011,"Coventry","Air Night Club",""
2011,"Coventry","Albert Road  Handsworth  Birmingham",""
2011,"Dudley","Arcadia Centre  Birmingham City Centre",""
2011,"Wolverhampton","Arcadian",""
2011,"Dudley","Arcadian",""
2011,"Wolverhampton","Arcadian Birmingham City Centre",""
2011,"Coventry","Arcadian Center  Birmingham",""
2011,"Walsall","Arcadian Centre",""
2011,"Dudley","Arcadian Centre",""
2011,"Solihull","Arcadian Centre",""
2011,"Walsall","Arcadian Centre",""
2011,"Walsall","Arcadian Centre",""
2011,"Wolverhampton","Arcadian Centre",""
2011,"Coventry","Arcadian Centre",""
2011,"Dudley","Arcadian Centre",""
2011,"Dudley","Arcadian Centre",""
2011,"Coventry","Arcadian Centre",""
2011,"Dudley","Arcadian Centre",""
2011,"Wolverhampton","Arcadian Centre",""
2011,"Walsall","Arcadian Centre",""
2011,"Wolverhampton","Arcadian Centre",""
2011,"Coventry","Arcadian Centre Bham",""
2011,"Walsall","Arcadian Centre  Birmingham",""
2011,"Wolverhampton","Arcadian Centre  Birmingham City Centre",""
2011,"Solihull","Arcadian Centre  Ladywell Walk",""
2011,"Solihull","Arcadian Centre  Ladywell Walk",""
2011,"Dudley","Arcadian Entertainment Centre  Birmingham",""
2011,"Solihull","Arcadian  City Centre",""
2011,"Walsall","Arcadian  Hurst Street",""
2011,"Walsall","Aston Hotel",""
2011,"Birmingham","Aston Police Station",""
2011,"Wolverhampton","Aston Villa Football Ground",""
2011,"Walsall","Attenborough Close",""
2011,"Dudley","Away Fans Coach Park   Bham Cfc",""
2011,"Walsall","Away Supporters Entrance Bcfc",""
2011,"Walsall","Bar Risa",""
2011,"Wolverhampton","Bath Row  Birmingham",""
2011,"Walsall","Bath Street City Centre",""
2011,"Birmingham","BCFC  Home Fans Car Aprke",""
2011,"Walsall","BCFC Ground",""
2011,"Dudley","BCFC Tilton Road Entrance",""
2011,"Dudley","Berkeley Street",""
2011,"Dudley","Berkeley Street",""
2011,"Dudley","Berkley Street",""
2011,"Dudley","B Ham New Street Station",""
2011,"Birmingham","Big Bite  Broad Street",""
2011,"Wolverhampton","BIGWOK Restaurant  Birmingham",""
2011,"Sandwell","Birchfield Road   Perry Barr",""
2011,"Wolverhampton","Birchfield Road  Birmingham",""
2011,"Sandwell","Birchfield Road  City Centre",""
2011,"Dudley","Birchfiled Road",""
2011,"Wolverhampton","Birmingham City FC       Coach Park",""
2011,"Coventry","Birmingham Magistrates Court",""
2011,"Dudley","Birmingham New St",""
2011,"Wolverhampton","Birmingham New Street Station",""
2011,"Birmingham","Birmingham New Street",""
2011,"Birmingham","Bishopgate Street   Junction Of Broad Street",""
2011,"Wolverhampton","Bishopgate Street  City Centre",""
2011,"Birmingham","Bishopsgate Street",""
2011,"Solihull","Bliss Bar  Broad Street",""
2011,"Dudley","Bliss Nightclub  Broad St  Birmingham",""
2011,"Walsall","Bliss Nightclub  Broad St",""
2011,"Dudley","Bliss  Broad St",""
2011,"Walsall","Bordesley Green",""
2011,"Birmingham","Bordesley Green Rd",""
2011,"Birmingham","Bradford St  Birmingham",""
2011,"Dudley","Braod Street  City Centre",""
2011,"Solihull","Braod Street  City Centre",""
2011,"Wolverhampton","Braod Street  City Centre",""
2011,"Dudley","Braod Street  City Centre",""
2011,"Wolverhampton","Braod Street  City Centre",""
2011,"Walsall","Braod Street  City Centre",""
2011,"Coventry","Briar Rose PH Bennetts Hill",""
2011,"Dudley","Brighton Arms PH",""
2011,"Wolverhampton","Bristol Road  Birmingham",""
2011,"Wolverhampton","Bristol Road  Edgbaston",""
2011,"Sandwell","Bristol St  Birmingham City Centre",""
2011,"Dudley","Bristol Street",""
2011,"Wolverhampton","Bristol Street",""
2011,"Walsall","Bristol Street South",""
2011,"Coventry","Bristol Street South",""
2011,"Wolverhampton","Brittania Hotel",""
2011,"Walsall","Broad St",""
2011,"Walsall","Broad St",""
2011,"Walsall","Broad St",""
2011,"Walsall","Broad St",""
2011,"Dudley","Broad St",""
2011,"Walsall","Broad St",""
2011,"Wolverhampton","Broad St",""
2011,"Dudley","Broad St",""
2011,"Walsall","Broad St",""
2011,"Coventry","Broad St",""
2011,"Solihull","Broad St   Gas Street  City Centre",""
2011,"Wolverhampton","Broad St Bham",""
2011,"Walsall","Broad St Bham",""
2011,"Birmingham","Broad St City Centre",""
2011,"Solihull","Broad St City Centre Birmingham",""
2011,"Dudley","Broad St     Bham",""
2011,"Wolverhampton","Broad St   Bham",""
2011,"Birmingham","Broad St   Bham",""
2011,"Wolverhampton","Broad St   Bham",""
2011,"Solihull","Broad St   Bham",""
2011,"Walsall","Broad St   Bham",""
2011,"Birmingham","Broad St  Bham",""
2011,"Solihull","Broad St  Bham",""
2011,"Dudley","Broad St  Birmingham",""
2011,"Wolverhampton","Broad St  Birmingham",""
2011,"Dudley","Broad St  Birmingham",""
2011,"Birmingham","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Sandwell","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Sandwell","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Coventry","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Solihull","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Sandwell","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Sandwell","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Solihull","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Coventry","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Solihull","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Coventry","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Solihull","Broad Street",""
2011,"Solihull","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Solihull","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Solihull","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Coventry","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Solihull","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Sandwell","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Sandwell","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Birmingham","Broad Street",""
2011,"Coventry","Broad Street",""
2011,"Wolverhampton","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Coventry","Broad Street",""
2011,"Dudley","Broad Street",""
2011,"Sandwell","Broad Street",""
2011,"Walsall","Broad Street",""
2011,"Wolverhampton","Broad Street   City Centre",""
2011,"Walsall","Broad Street Birmingham",""
2011,"Walsall","Broad Street Birmingham",""
2011,"Dudley","Broad Street Birmingham",""
2011,"Birmingham","Broad Street Opposite Walkabout",""
2011,"Birmingham","Broad Street Outside Roccocco",""
2011,"Wolverhampton","Broad Street  B Ham",""
2011,"Birmingham","Broad Street  B Ham",""
2011,"Sandwell","Broad Street  Birmingham",""
2011,"Dudley","Broad Street  Birmingham",""
2011,"Coventry","Broad Street  Birmingham",""
2011,"Birmingham","Broad Street  Birmingham",""
2011,"Solihull","Broad Street  Birmingham",""
2011,"Dudley","Broad Street  Birmingham",""
2011,"Walsall","Broad Street  Birmingham",""
2011,"Wolverhampton","Broad Street  Birmingham",""
2011,"Dudley","Broad Street  Birmingham",""
2011,"Dudley","Broad Street  Birmingham",""
2011,"Coventry","Broad Street  Birmingham",""
2011,"Solihull","Broad Street  Birmingham",""
2011,"Wolverhampton","Broad Street  Birmingham",""
2011,"Dudley","Broad Street  Birmingham",""
2011,"Solihull","Broad Street  Birmingham",""
2011,"Walsall","Broad Street  Birmingham",""
2011,"Wolverhampton","Broad Street  Birmingham",""
2011,"Coventry","Broad Street  Birmingham",""
2011,"Sandwell","Broad Street  Birmingham",""
2011,"Coventry","Broad Street  Birmingham",""
2011,"Walsall","Broad Street  Birmingham",""
2011,"Coventry","BROAD STREET  Birmingham",""
2011,"Coventry","Broad Street  Birmingham",""
2011,"Walsall","Broad Street  Birmingham",""
2011,"Coventry","Broad Street  Birmingham",""
2011,"Walsall","Broad Street  Birmingham",""
2011,"Sandwell","Broad Street  Birmingham",""
2011,"Dudley","Broad Street  Birmingham",""
2011,"Wolverhampton","Broad Street  City Centre",""
2011,"Coventry","Broad Street  City Centre",""
2011,"Birmingham","Broad Street  City Centre",""
2011,"Dudley","Broad Street  City Centre",""
2011,"Dudley","Broad Street  City Centre",""
2011,"Coventry","Broad Street  City Centre",""
2011,"Dudley","Broad Street  City Centre",""
2011,"Dudley","Broad Street  City Centre",""
2011,"Birmingham","Broad Street  City Centre",""
2011,"Walsall","Broad Street  City Centre",""
2011,"Wolverhampton","Broad Street  City Centre",""
2011,"Wolverhampton","Broad Street  City Centre  Birmingham",""
2011,"Coventry","Broad Street  City Centre  Birmingham",""
2011,"Birmingham","Broad Street  City Centre  Birmingham",""
2011,"Solihull","Broad Street  City Centre  Birmingham",""
2011,"Walsall","Broad Street  City Centre",""
2011,"Wolverhampton","Broad Street  City Centre",""
2011,"Coventry","Broad Street City Centre",""
2011,"Dudley","Broad Street City Centre",""
2011,"Dudley","Broad Street City Centre",""
2011,"Sandwell","Broad Street",""
2011,"Coventry","Broad Street  Birmingham",""
2011,"Dudley","Broad Strret",""
2011,"Wolverhampton","Broadway Plaza  Ladywood Middleway",""
2011,"Dudley","Bromsgrove Street  Birmingham",""
2011,"Wolverhampton","Brookvale Rd Witton",""
2011,"Walsall","Bull Ring",""
2011,"Wolverhampton","Bull Ring",""
2011,"Coventry","Bullring  City Centre",""
2011,"Solihull","Burford Road  Kingstanding",""
2011,"Wolverhampton","Calshott Road  Great Barr",""
2011,"Wolverhampton","Camborne Close",""
2011,"Birmingham","Canal Side  Soho Loop  Handsworth",""
2011,"Coventry","Car Park  AVFC",""
2011,"Birmingham","Carrs Lane",""
2011,"Wolverhampton","Chiswell Road",""
2011,"Coventry","Church Vale Road",""
2011,"Walsall","City Hospita Dudley Road",""
2011,"Solihull","City Hospital",""
2011,"Wolverhampton","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Birmingham","City Hospital",""
2011,"Coventry","City Hospital",""
2011,"Coventry","City Hospital",""
2011,"Walsall","City Hospital",""
2011,"Wolverhampton","City Hospital Dudley Road",""
2011,"Walsall","City Hospital  Birmingham",""
2011,"Dudley","City Hospital  Birmingham",""
2011,"Birmingham","City Road  Birmingham",""
2011,"Walsall","City Tavern",""
2011,"Solihull","City Tavern Bishopsgate STm",""
2011,"Sandwell","Claythorn Avenue",""
2011,"Solihull","College Road",""
2011,"Sandwell","Colmore Row",""
2011,"Wolverhampton","Colmore Row",""
2011,"Wolverhampton","Colmore Row  Birmingham",""
2011,"Wolverhampton","Colmore Row  Birmingham",""
2011,"Walsall","Constitution Hill  Birmingham",""
2011,"Coventry","Corparation Street  Birmingham",""
2011,"Birmingham","Corporation St",""
2011,"Wolverhampton","Corporation Street",""
2011,"Wolverhampton","Corporation Street",""
2011,"Wolverhampton","Corporation Street",""
2011,"Wolverhampton","Corporation Street",""
2011,"Birmingham","Corporation Street  Birmingham",""
2011,"Wolverhampton","Corporation Street  Birmingham",""
2011,"Dudley","Corporation Street  Birmingham",""
2011,"Sandwell","Corporation Street  City Centre",""
2011,"Walsall","Corporation Street  City Centre",""
2011,"Coventry","Corporation Street  City Centre",""
2011,"Dudley","Corporation Street  City Centre",""
2011,"Walsall","Corporation Street",""
2011,"Coventry","Coventry Entrance BCFC",""
2011,"Dudley","Coventry Road",""
2011,"Dudley","Coventry Road  Birmingham City FC",""
2011,"Dudley","Dale End",""
2011,"Dudley","Dale End",""
2011,"Birmingham","Dale End",""
2011,"Solihull","Dale End",""
2011,"Sandwell","Dale End Birmingham",""
2011,"Birmingham","Dale End City Centre",""
2011,"Solihull","Dale End  Birmingham",""
2011,"Wolverhampton","Dale End  Birmingham",""
2011,"Walsall","Dale End  Birmingham",""
2011,"Solihull","Ddora Road   Handsworth",""
2011,"Birmingham","Digbeth",""
2011,"Walsall","Digbeth Coad Station",""
2011,"Dudley","Digbeth High Street",""
2011,"Coventry","Digbeth High Street",""
2011,"Coventry","Digbeth High StReet  City Centre",""
2011,"Solihull","Dudley Road",""
2011,"Dudley","Edgbaston St",""
2011,"Coventry","Edgbaston Street",""
2011,"Coventry","Edmund Street",""
2011,"Wolverhampton","Ernest Street City Centre Birmingham",""
2011,"Sandwell","Essex St",""
2011,"Birmingham","Essex Street  Aston",""
2011,"Sandwell","Essex Street  Birmingham",""
2011,"Wolverhampton","Essex Street  City Centre",""
