"Year","Area","Street","Street.2"
2011,"Walsall","OS Birmingham Magistrates Court",""
2011,"Wolverhampton","Os Dubliner Ph",""
2011,"Walsall","Outside Bliss  Broad Street",""
2011,"Birmingham","Outside Bliss Nightclub",""
2011,"Birmingham","Outside Bliss Nightclub",""
2011,"Birmingham","Outside Bliss Broad Street",""
2011,"Wolverhampton","Outside O Velvet  Broad St",""
2011,"Solihull","Outside Oceana Club",""
2011,"Wolverhampton","Outside Reflex Nightclub",""
2011,"Wolverhampton","Outside Revolution Bridge St Walsal",""
2011,"Birmingham","Outside Rocket Club Broad St",""
2011,"Wolverhampton","Outside Walkabout Broad Street",""
2011,"Dudley","O Velvet  Nightclub  Broad St  Birmingham",""
2011,"Dudley","Oxhill Road",""
2011,"Walsall","Pagoda Island",""
2011,"Dudley","Paradise Forum",""
2011,"Solihull","Paradise Forum City Centre Birmingham",""
2011,"Solihull","Paradise Forum  Victoria Square  Birmingham",""
2011,"Dudley","Pershore St Car Park",""
2011,"Walsall","Pershore Street Road  City Centre",""
2011,"Wolverhampton","Pershore Street  City Centre",""
2011,"Solihull","Pizza Hut  New St  Birmingham",""
2011,"Walsall","Quigley Avenue",""
2011,"Coventry","Rag Market  City Centre",""
2011,"Birmingham","Reflex On Broad Street  Birmingham",""
2011,"Birmingham","Regency Wharf",""
2011,"Sandwell","Risa Bar  Birmingham",""
2011,"Wolverhampton","Risa Broad Street",""
2011,"Dudley","Rookery Road  Handsworth",""
2011,"Solihull","Rottersley Street  Birmingham",""
2011,"Dudley","Rotunda Island  City CEntre",""
2011,"Dudley","Sainsburys Colmore Row",""
2011,"Wolverhampton","Sandringham Road",""
2011,"Dudley","Sandwell Hospital",""
2011,"Birmingham","Sence In The Arcadian",""
2011,"Dudley","Sense Nightclub  Arcadia  Birmingham",""
2011,"Wolverhampton","Shadwell Street",""
2011,"Wolverhampton","Shakespeare Bar  New Street Station",""
2011,"Wolverhampton","Shakespeare PH  New St Station",""
2011,"Wolverhampton","Sheepcote Street  Birmingham",""
2011,"Birmingham","Sioho Road  Handsworth",""
2011,"Walsall","Slade Road  Erdington",""
2011,"Dudley","Small Brook Queensway",""
2011,"Wolverhampton","Smallbrook Queensway",""
2011,"Walsall","Smallbrook Queensway",""
2011,"Walsall","Smallbrook Queensway",""
2011,"Walsall","Smallbrook Queensway City Centre Birmingham",""
2011,"Dudley","Smallbrook Queensway City Centre",""
2011,"Wolverhampton","Smethwick End",""
2011,"Wolverhampton","Soho Hill",""
2011,"Dudley","Soho Hill  Handsworth  Birmingham",""
2011,"Wolverhampton","Soho Road",""
2011,"Walsall","Soho Road",""
2011,"Sandwell","Soho Road",""
2011,"Dudley","Soho Road",""
2011,"Walsall","Sommerfield Park  Winson Green",""
2011,"Birmingham","Square Peg PH",""
2011,"Coventry","Square Peg Corporation Street",""
2011,"Wolverhampton","Star City  Aston",""
2011,"Walsall","Star City  Birmingham",""
2011,"Solihull","Star City  Nechells",""
2011,"Dudley","Station Road  City Centre",""
2011,"Dudley","Steelhouse Lane",""
2011,"Dudley","Steelhouse Lane",""
2011,"Walsall","Steelhouse Lane",""
2011,"Birmingham","Steelhouse Lane",""
2011,"Walsall","Steelhouse Lane",""
2011,"Walsall","Steelhouse Lane",""
2011,"Solihull","Steelhouse Lane",""
2011,"Wolverhampton","Steelhouse Lane",""
2011,"Wolverhampton","Steelhouse Lane Police Station",""
2011,"Wolverhampton","Steelhouse Lane  Birmingham",""
2011,"Walsall","Steelhouse Lane  City Centre  Birmingham",""
2011,"Coventry","Stephenson St",""
2011,"Walsall","Stephenson Street",""
2011,"Dudley","Stephenson Street  Birmingham City",""
2011,"Dudley","Stephenson Street  City Centre",""
2011,"Birmingham","Stephensons Street",""
2011,"Solihull","Suffolk St Queensway",""
2011,"Solihull","Sugar Suite  Broad Street",""
2011,"Coventry","Summer Lane",""
2011,"Walsall","Summer Row",""
2011,"Solihull","Temple Row",""
2011,"Birmingham","Temple Row",""
2011,"Dudley","Tennant St",""
2011,"Walsall","Terrace Road  Handsworth",""
2011,"Birmingham","Tesco Aston Lane",""
2011,"Dudley","Tesco SpringHill",""
2011,"Solihull","The Parade Sutton Coldfield",""
2011,"Solihull","The Parade  Sutton Coldfield",""
2011,"Wolverhampton","The Ramp  Corporation St  Birmingham",""
2011,"Wolverhampton","The Ramp",""
2011,"Walsall","Thornhill Road  Birmingham",""
2011,"Walsall","Thornhill Road  Handsworth",""
2011,"Coventry","Thorpe St At Hurst St",""
2011,"Walsall","Thorpe Street",""
2011,"Wolverhampton","Trocadero Public House O S",""
2011,"Walsall","Turners Pallets  Hayhole Road",""
2011,"Birmingham","Upper Dean Street",""
2011,"Wolverhampton","Upper Dean Street  Birmingham",""
2011,"Wolverhampton","Upper Dean Street  Birmingham City Centre",""
2011,"Dudley","Upper Dean Street  City Centre",""
2011,"Birmingham","Upper Parade Sutton Coldfield",""
2011,"Walsall","Upper Parade Sutton Coldfield",""
2011,"Wolverhampton","Victoria Square   Bham",""
2011,"Wolverhampton","Victoria Square  City Centre",""
2011,"Solihull","Waiverley Park Handsworth",""
2011,"Wolverhampton","Walkabout Bar Broad St",""
2011,"Wolverhampton","Walkabout PH  Broad St  Birmingham",""
2011,"Coventry","Walkabout PH  Broad Street  Birmingham",""
2011,"Solihull","Walkabout  Broad Street",""
2011,"Coventry","Walsall Road   Great Barr",""
2011,"Coventry","Walsall Road  Perry Barr",""
2011,"Wolverhampton","Warf Road Kings Norton",""
2011,"Wolverhampton","Warwards Lane",""
2011,"Dudley","Washington Drive  Handsworth Wood",""
2011,"Solihull","Washington Street",""
2011,"Birmingham","Waterloo Road  Smethwick",""
2011,"Dudley","Waverhill Park  Handsworth",""
2011,"Solihull","Waverhill Road  Handsworth",""
2011,"Dudley","Way Entrance Villa Ground",""
2011,"Coventry","Wellington Road",""
2011,"Dudley","Witton Arms",""
2011,"Dudley","Witton Road",""
2011,"Solihull","Witton Road",""
2011,"Wolverhampton","Witton Road Aston",""
2011,"Birmingham","Wrottesley Street",""
2011,"Walsall","Primrose Hill Coventry",""
2011,"Coventry","Albany Road",""
2011,"Solihull","Aldbourne Road",""
2011,"Birmingham","Aldermans Green Road",""
2011,"Solihull","Allesley Old Road",""
2011,"Dudley","Almond Tree Avenue",""
2011,"Solihull","Arbury Ave Coventry",""
2011,"Sandwell","Arena Carpark A444",""
2011,"Wolverhampton","Argyle St Coventry",""
2011,"Walsall","Armstrong Avenue Stoke",""
2011,"Solihull","Ashorne Close",""
2011,"Walsall","Attoxhall Rd",""
2011,"Wolverhampton","Averley Road   Daimler Green",""
2011,"Wolverhampton","Awson Street",""
2011,"Birmingham","Bandals Surgery  Foleshill Road",""
2011,"Walsall","Bell Green Rd Junction A444",""
2011,"Wolverhampton","Bell Green Road  Coventry",""
2011,"Birmingham","Bell Green Road  Coventry",""
2011,"Walsall","Binley Road",""
2011,"Wolverhampton","Binley Road",""
2011,"Solihull","Binley Road",""
2011,"Birmingham","Binley Road",""
2011,"Walsall","Bishop Street",""
2011,"Dudley","Blackhorse Lane",""
2011,"Walsall","Blythe Road",""
2011,"Solihull","BP Garage Ansty Road",""
2011,"Coventry","Bramble St Coventry",""
2011,"Wolverhampton","Braod Park Road  Coventry",""
2011,"Birmingham","Bredon Ave  Coventry",""
2011,"Solihull","Broadgate",""
2011,"Walsall","Bull Yard",""
2011,"Dudley","Bushberry Avenue",""
2011,"Dudley","Butts Road Coventry",""
2011,"Wolverhampton","Cashs Lane",""
2011,"Wolverhampton","Cauldon Road",""
2011,"Birmingham","Charter Ave",""
2011,"Birmingham","Charter Ave Coventry",""
2011,"Walsall","Chester Street",""
2011,"Walsall","Chesterton Road",""
2011,"Wolverhampton","Cheveral Ave  Coventry",""
2011,"Wolverhampton","Cliffbridge Road",""
2011,"Walsall","Clifton St  Coventry",""
2011,"Dudley","Coc Street",""
2011,"Wolverhampton","Communal Landing At George Poole House  Coventry",""
2011,"Walsall","Compton Road",""
2011,"Walsall","Concourse Near Mortimers",""
2011,"Coventry","Cook St",""
2011,"Wolverhampton","Corporation St",""
2011,"Wolverhampton","Corporation St  Coventry",""
2011,"Dudley","Corporation Street",""
2011,"Dudley","Coundon Road",""
2011,"Birmingham","Coventry",""
2011,"Dudley","Coventry Central Cells",""
2011,"Wolverhampton","Coventry Central Front Office",""
2011,"Wolverhampton","Coventry Central Pol Stn",""
2011,"Dudley","Coventry Central Police Station",""
2011,"Dudley","Coventry Central Police Station",""
2011,"Walsall","Coventry Central PS",""
2011,"Birmingham","Coventry Central PS",""
2011,"Walsall","Coventry Railwat Station",""
2011,"Dudley","Coventry Railway Station",""
2011,"Walsall","Coventry Train Station",""
2011,"Birmingham","Cox Street",""
2011,"Birmingham","Cross Road",""
2011,"Wolverhampton","Devonshire Arms",""
2011,"Dudley","Duckham Court",""
2011,"Sandwell","Earlsdon High Street",""
2011,"Solihull","Elms Pub  Birmingham Road",""
2011,"Sandwell","Fairfax Street",""
2011,"Solihull","Far Gosford Street",""
2011,"Dudley","Far Gosford Street",""
2011,"Walsall","Farndale Ave",""
2011,"Wolverhampton","Farndale Ave",""
2011,"Walsall","Foleshill Rd",""
2011,"Birmingham","Foleshill Road",""
2011,"Dudley","Foleshill Road",""
2011,"Dudley","Foleshill Road",""
2011,"Walsall","Foleshill Road  Coventry",""
2011,"Birmingham","Four Pounds Ave  Coventry",""
2011,"Coventry","FRiars Road",""
2011,"Dudley","Front Of Coventry Central Police Station",""
2011,"Wolverhampton","Front Office",""
2011,"Coventry","Front Office",""
2011,"Dudley","Gala Bingo  Pool Meadow",""
2011,"Coventry","Gosford Street",""
2011,"Sandwell","Gosford Street",""
2011,"Wolverhampton","Gosford Street",""
2011,"Walsall","Greyfriars St Coventry",""
2011,"Coventry","Gulson Road Coventry",""
2011,"Walsall","Gulson Road Coventry",""
2011,"Solihull","Hale St",""
2011,"Coventry","Hales Street  Coventry",""
2011,"Wolverhampton","Hartfrod Street",""
2011,"Coventry","Hayle Street",""
2011,"Dudley","Hayles Street",""
2011,"Dudley","Hedgefield Way",""
2011,"Birmingham","Herald Way Coventry",""
2011,"Dudley","High St Coventry",""
2011,"Birmingham","High Street",""
2011,"Birmingham","High Street",""
2011,"Coventry","Hill Street",""
2011,"Wolverhampton","Hipswell Highway",""
2011,"Birmingham","Holmesdale Road",""
2011,"Coventry","Hurst Road",""
2011,"Birmingham","Ibis Hotel",""
2011,"Sandwell","Ikea Car Park",""
2011,"Wolverhampton","Ikea Plaza",""
2011,"Walsall","Iron Monger Row",""
2011,"Dudley","Jardine Crescent",""
2011,"Wolverhampton","Jardine Crescent",""
2011,"Dudley","Jasrdine Crescent",""
2011,"Sandwell","JD Wetherspoon Earlsdon",""
2011,"Solihull","Jordan Well",""
2011,"Coventry","Jordan Well   Coventry",""
2011,"Dudley","Jubilee Cresent",""
2011,"Solihull","Kirby Road",""
2011,"Coventry","Lady Lane",""
2011,"Walsall","Lambeth Close",""
2011,"Solihull","Leader Close",""
2011,"Sandwell","Lidice Place",""
2011,"Walsall","Lincoln Street  Coventry",""
2011,"Wolverhampton","Littl Park Street",""
2011,"Dudley","Little Park St  Coventry",""
2011,"Wolverhampton","Little Park St  Coventry",""
2011,"Dudley","Little Park St Coventry",""
2011,"Walsall","Little Park Street",""
2011,"Walsall","Little Park Street",""
2011,"Walsall","Little Park Street",""
2011,"Wolverhampton","Little Park Street",""
2011,"Walsall","Little Park Street",""
2011,"Birmingham","Little Park Street",""
2011,"Solihull","Little Park Street",""
2011,"Walsall","Little Park Street",""
2011,"Solihull","Little Park Street",""
2011,"Solihull","London Road",""
2011,"Coventry","London Road",""
2011,"Wolverhampton","Longford Road",""
2011,"Walsall","Lower Ford St",""
2011,"Wolverhampton","Lower Ford Street",""
2011,"Wolverhampton","Lower Holyhead D Jtn With Spon St",""
2011,"Birmingham","Lower Holyhead Rd Coventry",""
2011,"Sandwell","Lower Holyhead Road Coventry",""
2011,"Walsall","Lower Precinct Coventry",""
2011,"Walsall","MAFO",""
2011,"Walsall","Manor House Drive",""
2011,"Wolverhampton","Market Way",""
2011,"Birmingham","Mary Slessor St",""
2011,"Wolverhampton","Masser Road",""
2011,"Walsall","McDonalds Restaurant A45  Coventry",""
2011,"Walsall","Memorial Park  Coventry",""
2011,"Wolverhampton","Middle Ride",""
2011,"Dudley","Mile Lane",""
2011,"Coventry","Mile Lane",""
2011,"Coventry","Millenium Place",""
2011,"Dudley","Millenium Place",""
2011,"Sandwell","Mint Casino  King William Street",""
2011,"Solihull","Miranda Close",""
2011,"Dudley","Morris Road",""
2011,"Solihull","Motor Museum",""
2011,"Walsall","New Union St",""
2011,"Dudley","Norman Place Road",""
2011,"Coventry","Northy Road",""
2011,"Wolverhampton","O S CCFO",""
2011,"Walsall","O S Coventry Central Police Station",""
2011,"Walsall","O S Gosford Arms",""
2011,"Wolverhampton","Oak Gosford Street",""
2011,"Dudley","Outside Coventry Central PS",""
2011,"Dudley","Outside Foleshill PS",""
2011,"Solihull","Outside Front Of Coventry Central Police Station",""
2011,"Dudley","Outside Heat Bar",""
2011,"Birmingham","Outside Kasbars",""
2011,"Walsall","Outside Of The Jewson Stand  Richo Arena  Coventry",""
2011,"Solihull","Owenford Road",""
2011,"Coventry","Palm Tree Ave  Wood End",""
2011,"Birmingham","Palmer Lane   Coventry",""
2011,"Walsall","Palmer Lane   Coventry",""
2011,"Coventry","Palmer Lane   Coventry",""
2011,"Walsall","Penruddick Drive  Coventry",""
2011,"Birmingham","Plymouth Close",""
2011,"Solihull","Pool Meadow",""
2011,"Birmingham","Pool Meadow Bus Station",""
2011,"Birmingham","Pool Meadow Bus Stn",""
2011,"Dudley","Poolmeadow",""
2011,"Dudley","Poolmeadow Bus Station",""
2011,"Wolverhampton","Poolmeadow Bus Station",""
2011,"Birmingham","Poppy Court  Remembrance Road  Willenhall  Coventry",""
2011,"Wolverhampton","Primrose Hill St",""
2011,"Birmingham","Primrose Hill Street",""
2011,"Solihull","Primrose Hill Street",""
2011,"Walsall","Primrose Hill Street  Coventry",""
2011,"Wolverhampton","Princethorpe Way",""
2011,"Dudley","Priory Fields  Coventry",""
2011,"Sandwell","Priory Gardens",""
2011,"Wolverhampton","Priory Street",""
2011,"Wolverhampton","Puma Way",""
2011,"Birmingham","Queen Mary S Road  Foleshill  Coventry",""
2011,"Dudley","Queen Marys Road Coventry",""
2011,"Coventry","Queen Victoria Road",""
2011,"Solihull","Radford Road",""
2011,"Wolverhampton","Radford Road",""
2011,"Birmingham","Raglan Street",""
2011,"Coventry","Red Lane",""
2011,"Wolverhampton","Remembrance Road",""
2011,"Wolverhampton","Richo Areana",""
2011,"Walsall","Richo Areana",""
2011,"Dudley","Richo Arena  Coventry",""
2011,"Birmingham","Ricoh Arena",""
2011,"Dudley","Ricoh Arena",""
2011,"Dudley","Ricoh Arena",""
2011,"Birmingham","Ridgethorpe  Willenhall  Coventry",""
2011,"Birmingham","Rileys Square  Bell Green",""
2011,"Wolverhampton","Ring Rd",""
2011,"Dudley","Riverwalk Walk Wood End",""
2011,"Solihull","Roland Avenue  Holbrooks  Coventry",""
2011,"Coventry","Rotherhanm Road",""
2011,"Coventry","Sainsburys  Trinity St  Coventry",""
2011,"Birmingham","Scots Lane",""
2011,"Birmingham","Sewall Highway",""
2011,"Wolverhampton","Sewall Highway",""
2011,"Birmingham","Sewall Highway Coventry",""
2011,"Dudley","Silver Street  Coventry",""
2011,"Dudley","Sky Blue Way",""
2011,"Sandwell","Sky Dome",""
2011,"Birmingham","Sky Dome",""
2011,"Birmingham","Sky Dome",""
2011,"Wolverhampton","Sky Dome",""
2011,"Walsall","Sky Dome",""
2011,"Walsall","Sky Dome",""
2011,"Dudley","Sky Dome",""
2011,"Wolverhampton","Sky Dome",""
2011,"Coventry","Sky Dome Concourse",""
2011,"Walsall","Sky Dome Concourse",""
2011,"Birmingham","Sky Dome Concourse",""
2011,"Walsall","Sky Dome Concourse",""
2011,"Dudley","Sky Dome Concourse",""
2011,"Walsall","Sky Dome Concourse Covenmtry",""
2011,"Birmingham","Sky Dome Concourse Coventry",""
2011,"Wolverhampton","Sky Dome Concourse",""
2011,"Wolverhampton","Sky Dome  Coventry",""
2011,"Walsall","Sky Dome  Coventry City Centre",""
2011,"Dudley","Sky Dome",""
2011,"Dudley","Sky Dome",""
2011,"Birmingham","Sky Dome",""
2011,"Walsall","Skydome",""
2011,"Dudley","Skydome",""
2011,"Birmingham","Skydome",""
2011,"Coventry","Skydome",""
2011,"Birmingham","Skydome",""
2011,"Solihull","Skydome",""
2011,"Birmingham","Skydome   Coventry",""
2011,"Walsall","Skydome Car Park",""
2011,"Wolverhampton","Skydome Car Park",""
2011,"Dudley","Skydome Complex",""
2011,"Coventry","Skydome Complex",""
2011,"Birmingham","Skydome Complex",""
2011,"Walsall","Skydome Complex  Coventry",""
2011,"Walsall","Skydome Concourse",""
2011,"Wolverhampton","Skydome Concourse",""
2011,"Sandwell","Skydome Concourse",""
2011,"Dudley","Skydome Concourse",""
2011,"Walsall","Skydome Concourse",""
2011,"Birmingham","Skydome Concourse",""
2011,"Sandwell","Skydome Concourse",""
2011,"Solihull","Skydome Concourse",""
2011,"Walsall","Skydome Concourse",""
2011,"Birmingham","Skydome Concourse",""
2011,"Dudley","Skydome Concourse",""
2011,"Solihull","Skydome Concourse",""
2011,"Birmingham","Skydome Concourse",""
2011,"Birmingham","Skydome Concourse",""
2011,"Birmingham","Skydome Concourse",""
2011,"Wolverhampton","Skydome Concourse  Coventry",""
2011,"Dudley","Skydome Concourse",""
2011,"Walsall","Skydome Coventry",""
2011,"Walsall","Skydome Coventry",""
2011,"Wolverhampton","Skydome Coventry City Centre",""
2011,"Solihull","SkyDome  Coventry",""
2011,"Birmingham","Skydome  Coventry",""
2011,"Dudley","Sorell Close",""
2011,"Sandwell","Southbank Road  Coventry",""
2011,"Walsall","Spom St Coventry",""
2011,"Wolverhampton","Spon End",""
2011,"Solihull","Spon End  Coventry",""
2011,"Walsall","Spon St  Coventry",""
2011,"Wolverhampton","Spon St  Coventry",""
2011,"Walsall","SPON ST Coventry",""
2011,"Walsall","Spon St Coventry",""
2011,"Solihull","Spon St Coventry",""
2011,"Solihull","Spon St Coventry",""
2011,"Wolverhampton","Spon St Coventry",""
2011,"Birmingham","Spon St Coventry",""
2011,"Sandwell","Spon St Coventry",""
2011,"Walsall","Spon Street",""
2011,"Walsall","Spon STreet",""
2011,"Dudley","Spon Street",""
2011,"Coventry","Spon Street",""
2011,"Dudley","Spon Street",""
2011,"Wolverhampton","Spon STreet",""
2011,"Wolverhampton","St Georges Road",""
2011,"Coventry","St Georges Road  Stoke",""
2011,"Wolverhampton","St Lukes Road Coventry",""
2011,"Birmingham","Stonet Stanton Road Police Station",""
2011,"Dudley","Stoney Stanton Road Police Station  Coventry",""
2011,"Birmingham","Swanswell Park",""
2011,"Birmingham","Tachbrook Close",""
2011,"Solihull","Tarquin Close  Coventry",""
2011,"Birmingham","Terry Road",""
2011,"Wolverhampton","Terry Road  Coventry",""
2011,"Wolverhampton","The Bull Yard City Centre",""
2011,"Birmingham","The Bullyard",""
2011,"Birmingham","The Burges",""
2011,"Wolverhampton","The Burgess",""
2011,"Coventry","The Burgess",""
2011,"Wolverhampton","The Burgess",""
2011,"Dudley","The Butts Coventry",""
2011,"Wolverhampton","The Butts Retreat PH",""
2011,"Walsall","The Croft Longford",""
2011,"Birmingham","The Forum Medical Centre  Coventry",""
2011,"Walsall","Thimbler Road",""
2011,"Walsall","Tile Hill Lane Coventry",""
2011,"Solihull","Torrington Avenue",""
2011,"Sandwell","Trinity Point Link",""
2011,"Walsall","Trinity Street",""
2011,"Sandwell","Trinity Street",""
2011,"Dudley","Trinity Street",""
2011,"Dudley","Trinity Street City Centre Coventry",""
2011,"Walsall","University Hospital",""
2011,"Sandwell","University Hospital",""
2011,"Wolverhampton","University Hospital Coventry",""
2011,"Birmingham","Unniversity Of Warwick  Coventry",""
2011,"Solihull","Upper Spon St",""
2011,"Solihull","Vine Street",""
2011,"Dudley","Vine Street",""
2011,"Walsall","Vinecote Road",""
2011,"Walsall","Wallace Rd",""
2011,"Dudley","Walsgrave Hospital",""
2011,"Coventry","Warwick Row",""
2011,"Dudley","Warwick University",""
2011,"Wolverhampton","West Orchard",""
2011,"Sandwell","West Orchards Circulatory Road",""
2011,"Wolverhampton","White Street",""
2011,"Walsall","Willenhall Lane Coventry",""
2011,"Dudley","Willenhall Police Station Front Office",""
2011,"Walsall","Willenhall PS",""
2011,"Wolverhampton","Winnalthorpe",""
2011,"Wolverhampton","Wood Way Lane Coventry",""
2011,"Wolverhampton","Wroxall Drive",""
2011,"Birmingham","Wroxhall Drive",""
2011,"Walsall","Albion Street Brierley Hill",""
2011,"Wolverhampton","Amblecote High Street Stourbridge",""
2011,"Coventry","Arley Court",""
2011,"Birmingham","Baptist End Road Netherton",""
2011,"Coventry","Bell St  Stourbridge",""
2011,"Dudley","Bell Street",""
2011,"Dudley","Bell Street Stourbridge",""
2011,"Birmingham","BHPS",""
2011,"Birmingham","Birmingham Street  Stourbridge",""
2011,"Birmingham","Bramford Arms",""
2011,"Birmingham","Brettle Lane",""
2011,"Dudley","Brickhouse Road",""
2011,"Dudley","Brisbane Road  Smethwick",""
2011,"Sandwell","Broadway Stourbridge",""
2011,"Coventry","Broadway  Stourbridge",""
2011,"Coventry","Broadway  Stourbridge",""
2011,"Walsall","Burmese Way  Rowley Regis",""
2011,"Dudley","Bus Station  Dudley",""
2011,"Dudley","Carpark Of Maybrook Hosue In Halesowen",""
2011,"Sandwell","Carpark Of The Barley Mow  High Street Wollaston",""
2011,"Dudley","Castlegate Dudley",""
2011,"Birmingham","Cinder Bank Island Netherton",""
2011,"Birmingham","Court St",""
2011,"Solihull","Courthouse PH  Sedgeley",""
2011,"Wolverhampton","Crabmill Carpark Oldswinford",""
2011,"Birmingham","Crompton Road",""
2011,"Wolverhampton","Crown Centre  Stourbridge",""
2011,"Solihull","Dudley Bus Station",""
2011,"Dudley","Dudley Police Station",""
2011,"Wolverhampton","Dudley Road",""
2011,"Coventry","Dudley Road  Brierley Hill",""
2011,"Solihull","Edward Rutland PH  High Street  Stourbridge",""
2011,"Coventry","Enville Road",""
2011,"Walsall","Fern Rd",""
2011,"Birmingham","Foster Street Stourbridge",""
2011,"Wolverhampton","Front Office BHPS",""
2011,"Dudley","Front Office  Stourbridge",""
2011,"Dudley","Front Office  Stourbridge Police Station",""
2011,"Coventry","Hagley Road",""
2011,"Dudley","Halesowen Rd  Netherton",""
2011,"Solihull","Halesowen Town Centre",""
2011,"Walsall","Hampden Close Quarry Bank",""
2011,"Birmingham","Hereford Road  Netherton",""
2011,"Dudley","High St Stourbridge",""
2011,"Walsall","High St Stourbridge",""
2011,"Birmingham","High St Stourbridge",""
2011,"Wolverhampton","High St Stourbridge",""
2011,"Dudley","High St  Dudley",""
2011,"Solihull","High St  Sedgely",""
2011,"Walsall","High St  Stourbridge",""
2011,"Dudley","High St  Stourbridge",""
2011,"Walsall","High St  Stourbridge",""
2011,"Dudley","High St  Stourbridge",""
2011,"Birmingham","High St  Stourbridge",""
2011,"Wolverhampton","High Street",""
2011,"Wolverhampton","High Street",""
2011,"Wolverhampton","High Street",""
2011,"Walsall","High Street   Brierley Hill",""
2011,"Walsall","High Street BlackHeath",""
2011,"Coventry","High Street Quarry Bank",""
2011,"Solihull","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Dudley","High Street Stourbridge",""
2011,"Coventry","High Street Stourbridge",""
2011,"Solihull","High Street West Bromwich",""
2011,"Birmingham","High Street  Amblecote",""
2011,"Walsall","High Street  Smethwick",""
2011,"Wolverhampton","High Street  Stourbridge",""
2011,"Birmingham","High Street  Stourbridge",""
2011,"Dudley","High Street  Stourbridge",""
2011,"Dudley","High Street  Stourbridge",""
2011,"Dudley","High Street  Stourbridge",""
2011,"Wolverhampton","High Street  Stourbridge",""
2011,"Wolverhampton","High Street  Stourbridge",""
2011,"Wolverhampton","High Street  Stourbridge",""
2011,"Dudley","High Street Halesowen",""
2011,"Solihull","High View St  Dudley",""
2011,"Wolverhampton","Hilly Lane  Halesowen",""
2011,"Solihull","Himley Road Gornal",""
2011,"Birmingham","Home Address",""
2011,"Sandwell","Hope Tavern Netherton",""
2011,"Solihull","Hurst Rd  Oldbury",""
2011,"Wolverhampton","Jackson Street  Lye",""
2011,"Dudley","KFC  Merry Hill Centre  Dudley",""
2011,"Birmingham","King St Dudley",""
2011,"Solihull","Kingsley Road Netherton",""
2011,"Dudley","Larel Lane Halesowen",""
2011,"Birmingham","Little Barrel PH  Dudley",""
2011,"Dudley","Lloyds Bar Stourbridge",""
2011,"Wolverhampton","Long Lane  Halesowen",""
2011,"Dudley","Lower Derry  Street  Brierley Hill",""
2011,"Solihull","Lower High Street  Stourbridge",""
2011,"Solihull","Lupin Road",""
2011,"Wolverhampton","Lye High St",""
2011,"Wolverhampton","Market Street Kingswinford",""
2011,"Birmingham","Market Street  Knigswinford",""
2011,"Walsall","Market Street  Stourbridge",""
2011,"Dudley","Market Street  Stourbridge",""
2011,"Dudley","Market Street Kingswinford",""
2011,"Birmingham","Marriot Road",""
2011,"Walsall","Marriot Road",""
2011,"Walsall","Mary Stevens Park",""
2011,"Wolverhampton","Maybrook House Car Park Halesowen",""
2011,"Coventry","Meadowfields Close  Wordsley",""
2011,"Birmingham","Merryhill Centre  Brierley Hill",""
2011,"Birmingham","Mill Street Sedgley",""
2011,"Walsall","Mill Street Sedgley",""
2011,"Birmingham","Moore Street",""
2011,"Walsall","New Rd  Dudley",""
2011,"Wolverhampton","New Road Stourbridge",""
2011,"Sandwell","New Street Dudley",""
2011,"Dudley","Odeon Cinema   Merry Hill",""
2011,"Dudley","Odeon Cinema   Merry Hill",""
2011,"Birmingham","Outside Santander High Street Stourbridge",""
2011,"Coventry","Park Road Wrens Nest",""
2011,"Solihull","Playground At Priory Primary School",""
2011,"Walsall","Princess Road  Old Hill",""
2011,"Dudley","Priory Street Dudley",""
2011,"Wolverhampton","RHH",""
2011,"Walsall","Ring Road    Stourbridge",""
2011,"Walsall","Ring Road  Stourbridge",""
2011,"Wolverhampton","Rookery Park  Pensnett",""
2011,"Wolverhampton","Salop Street",""
2011,"Sandwell","Salop Street",""
2011,"Birmingham","Sedgley Bullring",""
2011,"Walsall","Sedgley Conservative Club",""
2011,"Walsall","Sedgley Conservative Club",""
2011,"Birmingham","Short St",""
2011,"Walsall","South Road Stourbridge",""
2011,"Walsall","Stourbridge",""
2011,"Wolverhampton","Stourbridge High St",""
2011,"Birmingham","Stourbridge High Street",""
2011,"Walsall","Stourbridge High Street",""
2011,"Walsall","Stourbridge High Street",""
2011,"Walsall","Stourbridge Junction",""
2011,"Walsall","Stourbridge PS Front Office",""
2011,"Dudley","Stourbridge Rd Holly Hall",""
2011,"Coventry","Stourbridge Rd  Lye",""
2011,"Coventry","Stourbridge Road  Brierley Hill",""
2011,"Solihull","Stourbridge Road  Brierley Hill",""
2011,"Birmingham","Stourbridge Road",""
2011,"Birmingham","Tesco Express Amblecote Stourbridge",""
2011,"Wolverhampton","The Swan Public House  Kingswinford",""
2011,"Coventry","Tower Street  Dudley",""
2011,"Walsall","Victoria Street  Stoubridge",""
2011,"Walsall","Ward B3  RHH",""
2011,"Walsall","Windmill End  Dudley",""
2011,"Coventry","Windmill Lane  Cape Hill",""
2011,"Wolverhampton","Wolverhampton Street Dudley",""
2011,"Dudley","Wolverhampton Street  Dudley",""
2011,"Walsall","Wolverhampton Street  Dudley",""
2011,"Walsall","Worcester Street Stourbridge",""
2011,"Wolverhampton","W Ton Street  Dudley",""
2011,"Solihull","W Ton Street  Dudley",""
2011,"Walsall","A E Soliohull Hospital",""
